number_plate,image_link,detected_number_plate,rider_violation,pillion_violation,mobile_usage,triple_riding,message,Result,Manual Observation,Capture Status,Capture Observation
KA55H8769,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA55H8769_1763784167391.jpg,KA55H8769,,pillion_not_wearing_helmet (0.21),,,Violation detected,Incomplete,Rider not wearing helmet,None,
KA09X6991,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA09X6991_1763777070042.jpg,,,,,,No violations detected - all riders wearing helmets properly,Incomplete,"Both rider and pillion not wearing helmet, Number plate not detected",Ignored,Both rider and pillion not wearing helmet
KA05HX3141,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA05HX3141_1763780011927.jpg,,,pillion_not_wearing_helmet (0.64),,,Violation detected,Incomplete,Number plate is not visible properly,None,
KA45EA1438,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA45EA1438_1763778915197.jpg,KA45EA1438,,pillion_not_wearing_helmet (0.59),,,Violation detected,Correct Detection,Correct detection,None,
KA09JB5691,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA09JB5691_1763775724045.jpg,KA09JP5691,rider_not_wearing_helmet (0.68),,mobile_usage (0.57),,Violation detected,Correct Detection,Correct detection,None,
KA02EJ8901,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA02EJ8901_1763778469950.jpg,KA02EJ8901,rider_not_wearing_helmet (0.43),,,,Violation detected,Incomplete,Pillion not wearing helmet,None,
KA09JA4832,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA09JA4832_1763780121725.jpg,09JZ4832,,pillion_not_wearing_helmet (0.62),,,Violation detected,Incomplete,Incomplete number plate detected,None,
KA22HH5751,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA22HH5751_1763803633763.jpg,KA22HH5751,rider_not_wearing_helmet (0.78),,,,Violation detected,Correct Detection,Correct detection,None,
KA09JF0099,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA09JF0099_1763787799152.jpg,KA09JN1058,rider_not_wearing_helmet (0.74),,,,Violation detected,Incomplete,Wrong number plate detected,None,
KA09EA1232,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA09EA1232_1763782130366.jpg,,,,,,No violations detected - all riders wearing helmets properly,Incomplete,"Pillion not wearing helmet, Number plate not detected",Ignored,Pillion not wearing helmet
KA09HV9834,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA09HV9834_1763780297417.jpg,KA09HV98344,rider_not_wearing_helmet (0.76),,,,Violation detected,Correct Detection,Correct detection,None,
KA09EH9957,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA09EH9957_1763782021547.jpg,KA09EH9957,,pillion_not_wearing_helmet (0.59),,,Violation detected,Incomplete,Rider not wearing helmet,None,
KA09EV0894,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA09EV0894_1763782829122.jpg,KA09EV0894,rider_not_wearing_helmet (0.74),,,,Violation detected,Correct Detection,Correct detection,None,
KA09HQ0438,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA09HQ0438_1763785225040.jpg,KA09H00438,rider_not_wearing_helmet (0.43),pillion_not_wearing_helmet (0.71),,,Violation detected,Correct Detection,Correct detection,None,
KA09HA6269,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA09HA6269_1763782021596.jpg,KA09HZ6269,rider_not_wearing_helmet (0.61),,,,Violation detected,Correct Detection,Correct detection,None,
KA55EA1090,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA55EA1090_1763787641563.jpg,KA55EA1090,rider_not_wearing_helmet (0.68),,,,Violation detected,Correct Detection,correct detection,None,
KA09JK4699,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA09JK4699_1763786385610.jpg,KA09JK4699,,pillion_not_wearing_helmet (0.32),,,Violation detected,Correct Detection,Correct detection,None,
KA13EX6624,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA13EX6624_1763776421872.jpg,KA13EX6624,rider_not_wearing_helmet (0.27),,,,Violation detected,Correct Detection,Correct detection,None,
KA51HQ5922,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA51HQ5922_1763774809113.jpg,KA51H05922,,pillion_not_wearing_helmet (0.58),,,Violation detected,Incomplete,Rider not wearing helmet,None,
KA55X8598,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA55X8598_1763773404598.jpg,,,,,,No violations detected - all riders wearing helmets properly,Correct Detection,Rider wearing helmet,Correct,Correct detection
KA55Q4562,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA55Q4562_1763774349474.jpg,KA5504562,rider_not_wearing_helmet (0.21),,,,Violation detected,Wrong,"Dark image , Rider wearing helmet",None,
KA09EX8536,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA09EX8536_1763777614151.jpg,KA09EX8536,rider_not_wearing_helmet (0.76),,,,Violation detected,Correct Detection,Correct detection,None,
KA09JL2560,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA09JL2560_1763777770789.jpg,XA09JL25,rider_not_wearing_helmet (0.44),,,,Violation detected,Incomplete,"Pillion not wearing helmet, Incomplete number plate detected",None,
KA09V0396,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA09V0396_1763792056050.jpg,KA09V0396,rider_not_wearing_helmet (0.59),,,,Violation detected,Correct Detection,Correct detection,None,
KA55U5330,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA55U5330_1763782130269.jpg,1.11E+09,rider_not_wearing_helmet (0.73),,,,Violation detected,Incomplete,Wrong number plate detected,None,
KA11U4907,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA11U4907_1763782829101.jpg,KA114907,rider_not_wearing_helmet (0.52),,,,Violation detected,Incomplete,Incomplete number plate detected,None,
KA11U4907,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA11U4907_1763782829101.jpg,,,pillion_not_wearing_helmet (0.35),,,Violation detected,Wrong,"Rider not wearing helmet, There is no pillion",None,
KA55R0276,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA55R0276_1763792597510.jpg,KA55RQ276,rider_not_wearing_helmet (0.74),,,,Violation detected,Correct Detection,Correct detection,None,
KA45S3656,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA45S3656_1763784390144.jpg,KA45S3656,rider_not_wearing_helmet (0.64),,,,Violation detected,Correct Detection,Correct detection,None,
KA09JK8422,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA09JK8422_1763791277136.jpg,KA09JK8422,,pillion_not_wearing_helmet (0.71),,,Violation detected,Incomplete,Rider not wearing helmet,None,
KA09HC1186,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA09HC1186_1763793199172.jpg,KA09HC1186,rider_not_wearing_helmet (0.74),,,,Violation detected,Correct Detection,Correct detection,None,
KA09HF2006,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA09HF2006_1763782977418.jpg,KA09HF2006,,pillion_not_wearing_helmet (0.62),,,Violation detected,Incomplete,Rider not wearing helmet,None,
KA53K4840,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA53K4840_1763782130251.jpg,,,,,,No violations detected - all riders wearing helmets properly,Incomplete,"Rider not wearing helmet, number plate not detected",Ignored,Rider not wearing helmet
KA11EJ2523,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA11EJ2523_1763782130241.jpg,,,pillion_not_wearing_helmet (0.52),,,Violation detected,Incomplete,Number plate not detected,None,
KA09JB2310,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA09JB2310_1763789206717.jpg,A09JP2310,rider_not_wearing_helmet (0.36),,,,Violation detected,Incomplete,Incomplete number plate detected,None,
KA09HT7324,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA09HT7324_1763785224966.jpg,KA09HT7324,,,,triple_riding (0.78),Violation detected,Wrong,"Wrongly detected triple riding, Double riding both rider and pillion not wearing helmet",None,
KA09JA3113,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA09JA3113_1763782269146.jpg,KA00A3113,rider_not_wearing_helmet (0.52),,,,Violation detected,Incomplete,Wrong number plate detected,None,
KA55K4517,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA55K4517_1763783297332.jpg,KA09JJ1275,rider_not_wearing_helmet (0.70),,,,Violation detected,Correct Detection,rider not wearing helmet,None,
KA55K4517,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA55K4517_1763783297332.jpg,4XA55X4517,rider_not_wearing_helmet (0.60),,,,Violation detected,Correct Detection,rider not wearing helmet,None,
KA09HX4722,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA09HX4722_1763787799160.jpg,KA09HX4722,rider_not_wearing_helmet (0.53),,,,Violation detected,Correct Detection,rider not wearing helmet,None,
KA03HF0558,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA03HF0558_1763783875346.jpg,,,,,,No violations detected - all riders wearing helmets properly,Incomplete,"pilon not wearing helmet,number plate not detected",Ignored,
KA09HQ5983,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA09HQ5983_1763776667555.jpg,,rider_not_wearing_helmet (0.64),,,,Violation detected,Correct Detection,"rider not wearing helmet,number plate not detected",None,
KA09ES4935,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA09ES4935_1763779368091.jpg,KAU9S4935,rider_not_wearing_helmet (0.69),,,,Violation detected,Correct Detection,rider not wearing helmet,None,
KA09ES4935,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA09ES4935_1763779368091.jpg,KAU9S4935,rider_not_wearing_helmet (0.69),,,,Violation detected,Correct Detection,rider not wearing helmet,None,
KA53EN1588,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA53EN1588_1763784057447.jpg,,,,,,No violations detected - all riders wearing helmets properly,Incomplete,"rider wearing helmet,number plate not detected",Ignored,
KA55Y2959,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA55Y2959_1763787020769.jpg,KA552959,,pillion_not_wearing_helmet (0.57),,,Violation detected,Correct Detection,pillon not wearing helmet,None,
KA55H6054,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA55H6054_1763784615972.jpg,KA09S9548,rider_not_wearing_helmet (0.59),,,,Violation detected,Correct Detection,rider not wearing helmet,None,
KA55H6054,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA55H6054_1763784615972.jpg,KA5516054,rider_not_wearing_helmet (0.46),pillion_not_wearing_helmet (0.65),,,Violation detected,Correct Detection,rider and pillon not wearing helmet,None,
KA55K7136,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA55K7136_1763787020667.jpg,,,,,,No violations detected - all riders wearing helmets properly,Incomplete,rider and pillon not wearing helmet,Ignored,
KA09JG7497,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA09JG7497_1763779806921.jpg,KA09JG7497,rider_not_wearing_helmet (0.67),,,,Violation detected,Correct Detection,rider not wearing helmet,None,
KA11ET4836,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA11ET4836_1763793354152.jpg,KA11ET4836,rider_not_wearing_helmet (0.23),pillion_not_wearing_helmet (0.54),,,Violation detected,Wrong,pillon not wearing helmet,None,
KA43H2240,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA43H2240_1763778996063.jpg,KA43H2240,rider_not_wearing_helmet (0.55),pillion_not_wearing_helmet (0.52),,,Violation detected,Correct Detection,rider and pillon not wearing helmet,None,
KA09EC1330,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA09EC1330_1763783297283.jpg,KA09C130,,pillion_not_wearing_helmet (0.68),,,Violation detected,Correct Detection,pillon not wearing helmet,None,
KA04EH9267,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA04EH9267_1763790790168.jpg,A015EH9267,rider_not_wearing_helmet (0.67),,,,Violation detected,Correct Detection,"rider not wearing helmet,incomplete number plate",None,
KA05HJ5836,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA05HJ5836_1763789206677.jpg,KA03HJ8836,rider_not_wearing_helmet (0.48),,,,Violation detected,Correct Detection,"rider not wearing helmet,mobile usage",None,
KA08E1166,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA08E1166_1763781165967.jpg,KA3888,rider_not_wearing_helmet (0.68),,,,Violation detected,Correct Detection,rider not wearing helmet,None,
KA09EB4061,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA09EB4061_1763778065117.jpg,KA09EB4061,rider_not_wearing_helmet (0.70),,,,Violation detected,Correct Detection,rider not wearing helmet,None,
KA09JF9195,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA09JF9195_1763784616006.jpg,KA091F9195,rider_not_wearing_helmet (0.73),pillion_not_wearing_helmet (0.59),,,Violation detected,Correct Detection,rider and pillon not wearing helmet,None,
KA11EU4885,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA11EU4885_1763780121800.jpg,KA11EU4885,,pillion_not_wearing_helmet (0.67),,,Violation detected,Correct Detection,pillon not wearing helmet,None,
KA09J6228,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA09J6228_1763790790144.jpg,KA09JG6228,rider_not_wearing_helmet (0.72),,,,Violation detected,Correct Detection,rider not wearing helmet,None,
KA45S2076,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA45S2076_1763780493904.jpg,KA4512076,rider_not_wearing_helmet (0.72),,,,Violation detected,Correct Detection,rider not wearing helmet,None,
KA55V5420,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA55V5420_1763783079419.jpg,KA55V5420,rider_not_wearing_helmet (0.71),pillion_not_wearing_helmet (0.57),,,Violation detected,Correct Detection,"rider and pillon not wearing helmet,triple riding",None,
KA09HG1565,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA09HG1565_1763788302227.jpg,KA09G1565,,,,triple_riding (0.78),Violation detected,Wrong,rider and pillon not wearing helmet,None,
KA09HG7899,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA09HG7899_1763786385602.jpg,,,,,,No violations detected - all riders wearing helmets properly,Incomplete,"rider not wearing helmet,number plate not detected",Ignored,
KA09HT4330,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA09HT4330_1763776464071.jpg,KAUSHIT4330,,,,triple_riding (0.77),Violation detected,Correct Detection,pillon not wearing helmet,None,
KA09EY5201,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA09EY5201_1763774721491.jpg,,rider_not_wearing_helmet (0.66),,,,Violation detected,Correct Detection,"rider not wearing helmet,number plate not detected",None,
KA09HV6056,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA09HV6056_1763781124020.jpg,,,,,,No violations detected - all riders wearing helmets properly,Incomplete,"rider not wearing helmet,number plate not detected",Ignored,
KA12Q3029,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA12Q3029_1763790522921.jpg,KA1203029,rider_not_wearing_helmet (0.52),pillion_not_wearing_helmet (0.63),,,Violation detected,Correct Detection,rider and pillon not wearing helmet,None,
KA09HH6958,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA09HH6958_1763790338552.jpg,,rider_not_wearing_helmet (0.65),,,,Violation detected,Correct Detection,"rider not wearing helmet ,number plate not detected",None,
KA55EA1133,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA55EA1133_1763793354008.jpg,,,,,,No violations detected - all riders wearing helmets properly,Incomplete,"rider not wearing helmet,number plate not detected",Ignored,
KA09HL7538,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA09HL7538_1763777164788.jpg,,,,,,No violations detected - all riders wearing helmets properly,Incomplete,rider and pillon not wearing helmet,Ignored,
KA09JA6623,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA09JA6623_1763782630763.jpg,KA09116623,rider_not_wearing_helmet (0.38),,,,Violation detected,Correct Detection,rider and pillon not wearing helmet,None,
KA09EL4416,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA09EL4416_1763777614053.jpg,KA09EL4716,rider_not_wearing_helmet (0.77),pillion_not_wearing_helmet (0.39),,,Violation detected,Correct Detection,rider and pillon not wearing helmet,None,
KA51X0075,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA51X0075_1763785445551.jpg,KA51X0075,rider_not_wearing_helmet (0.69),,,,Violation detected,Correct Detection,rider not wearing helmet,None,
KA09HQ8667,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA09HQ8667_1763773967045.jpg,,rider_not_wearing_helmet (0.60),,,,Violation detected,Correct Detection,"rider and pillon not wearing ,number plate not detected",None,
KA11EH0244,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA11EH0244_1763792164492.jpg,,,,,,No violations detected - all riders wearing helmets properly,Incomplete,"rider not wearing helmet,number plate not detected",Ignored,
KA09JG4831,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA09JG4831_1763775668624.jpg,KA09JG4831,rider_not_wearing_helmet (0.73),,,,Violation detected,Correct Detection,rider and pillon not wearing helmet,None,
KA09HW2056,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA09HW2056_1763780297393.jpg,KA09HW2056,rider_not_wearing_helmet (0.65),,mobile_usage (0.15),,Violation detected,Correct Detection,Correct Detection,None,
KA66E6474,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA66E6474_1763782477864.jpg,KA66E6474,,,,triple_riding (0.52),Violation detected,Wrong,No triple riding,None,
